logID,fightID,encounterID,sourceID,timestamp.x,abilityGameID.x,delayms.x,row_number,timestamp.y,abilityGameID.y,delayms.y,indicator,total_delay,encounterName
8mvTPCVhanwbKkFg,13,100624,153,2142759,1,1016,4,2143386,75,627,1,1643,<b><span style='color:#005F73;'>Lurker</span></b>
8mvTPCVhanwbKkFg,13,100624,153,2146747,27014,1604,5,2147486,75,739,1,2343,<b><span style='color:#005F73;'>Lurker</span></b>
8mvTPCVhanwbKkFg,13,100624,153,2157013,27014,818,6,2157670,75,657,1,1475,<b><span style='color:#005F73;'>Lurker</span></b>
8mvTPCVhanwbKkFg,13,100624,153,2161561,1,609,7,2162145,75,584,1,1193,<b><span style='color:#005F73;'>Lurker</span></b>
8mvTPCVhanwbKkFg,13,100624,153,2165203,27014,1127,8,2166658,75,1455,1,2582,<b><span style='color:#005F73;'>Lurker</span></b>
8mvTPCVhanwbKkFg,13,100624,153,2165211,1,1135,9,2166658,75,1447,1,2582,<b><span style='color:#005F73;'>Lurker</span></b>
8mvTPCVhanwbKkFg,13,100624,153,2175273,27014,1524,10,2175895,75,622,1,2146,<b><span style='color:#005F73;'>Lurker</span></b>
8mvTPCVhanwbKkFg,13,100624,153,2175281,1,1532,11,2175895,75,614,1,2146,<b><span style='color:#005F73;'>Lurker</span></b>
8mvTPCVhanwbKkFg,13,100624,153,2179494,1,647,12,2180355,75,861,1,1508,<b><span style='color:#005F73;'>Lurker</span></b>
8mvTPCVhanwbKkFg,13,100624,153,2183793,27014,600,13,2184777,75,984,1,1584,<b><span style='color:#005F73;'>Lurker</span></b>
8mvTPCVhanwbKkFg,13,100624,153,2188392,1,625,14,2189253,75,861,1,1486,<b><span style='color:#005F73;'>Lurker</span></b>
8mvTPCVhanwbKkFg,13,100624,153,2194502,27014,979,15,2195215,75,713,1,1692,<b><span style='color:#005F73;'>Lurker</span></b>
8mvTPCVhanwbKkFg,13,100624,153,2199356,1,924,16,2199806,75,450,1,1374,<b><span style='color:#005F73;'>Lurker</span></b>
8mvTPCVhanwbKkFg,13,100624,153,2202962,27014,850,17,2203794,75,832,1,1682,<b><span style='color:#005F73;'>Lurker</span></b>
8mvTPCVhanwbKkFg,18,100627,153,2765777,27014,307,1,2766887,75,1110,1,1417,<b><span style='color:#005F73;'>Morogrim</span></b>
8mvTPCVhanwbKkFg,18,100627,153,2765793,1,323,2,2766887,75,1094,1,1417,<b><span style='color:#005F73;'>Morogrim</span></b>
8mvTPCVhanwbKkFg,18,100627,153,2773541,27014,1051,3,2774110,75,569,1,1620,<b><span style='color:#005F73;'>Morogrim</span></b>
8mvTPCVhanwbKkFg,18,100627,153,2777507,1,293,4,2778328,75,821,1,1114,<b><span style='color:#005F73;'>Morogrim</span></b>
8mvTPCVhanwbKkFg,18,100627,153,2784748,27014,695,5,2785606,75,858,1,1553,<b><span style='color:#005F73;'>Morogrim</span></b>
8mvTPCVhanwbKkFg,18,100627,153,2789880,1,965,6,2790372,75,492,1,1457,<b><span style='color:#005F73;'>Morogrim</span></b>
8mvTPCVhanwbKkFg,18,100627,153,2800128,27014,858,7,2800710,75,582,1,1440,<b><span style='color:#005F73;'>Morogrim</span></b>
8mvTPCVhanwbKkFg,18,100627,153,2818592,27014,2772,8,2819254,75,662,1,3434,<b><span style='color:#005F73;'>Morogrim</span></b>
8mvTPCVhanwbKkFg,18,100627,153,2824045,1,623,9,2824802,34120,757,1,1380,<b><span style='color:#005F73;'>Morogrim</span></b>
8mvTPCVhanwbKkFg,18,100627,153,2832340,27014,561,10,2833112,75,772,1,1333,<b><span style='color:#005F73;'>Morogrim</span></b>
8mvTPCVhanwbKkFg,18,100627,153,2837380,1,1042,11,2837860,75,480,1,1522,<b><span style='color:#005F73;'>Morogrim</span></b>
8mvTPCVhanwbKkFg,18,100627,153,2841669,27014,637,12,2842418,75,749,1,1386,<b><span style='color:#005F73;'>Morogrim</span></b>
8mvTPCVhanwbKkFg,18,100627,153,2849185,27014,554,13,2849935,75,750,1,1304,<b><span style='color:#005F73;'>Morogrim</span></b>
8mvTPCVhanwbKkFg,18,100627,153,2855794,27014,1212,14,2856757,75,963,1,2175,<b><span style='color:#005F73;'>Morogrim</span></b>
8mvTPCVhanwbKkFg,18,100627,153,2866201,27014,617,15,2867168,75,967,1,1584,<b><span style='color:#005F73;'>Morogrim</span></b>
8mvTPCVhanwbKkFg,18,100627,153,2871784,1,530,16,2872512,75,728,1,1258,<b><span style='color:#005F73;'>Morogrim</span></b>
8mvTPCVhanwbKkFg,18,100627,153,2876955,27014,629,17,2877945,75,990,1,1619,<b><span style='color:#005F73;'>Morogrim</span></b>
8mvTPCVhanwbKkFg,18,100627,153,2876975,1,649,18,2877945,75,970,1,1619,<b><span style='color:#005F73;'>Morogrim</span></b>
8mvTPCVhanwbKkFg,18,100627,153,2881933,1,1381,19,2882398,75,465,1,1846,<b><span style='color:#005F73;'>Morogrim</span></b>
8mvTPCVhanwbKkFg,18,100627,153,2887683,27014,1062,20,2888232,75,549,1,1611,<b><span style='color:#005F73;'>Morogrim</span></b>
8mvTPCVhanwbKkFg,18,100627,153,2909663,27014,248,21,2910528,75,865,1,1113,<b><span style='color:#005F73;'>Morogrim</span></b>
8mvTPCVhanwbKkFg,18,100627,153,2914214,1,584,22,2914854,75,640,1,1224,<b><span style='color:#005F73;'>Morogrim</span></b>
8mvTPCVhanwbKkFg,18,100627,153,2918784,27014,772,23,2919520,75,736,1,1508,<b><span style='color:#005F73;'>Morogrim</span></b>
8mvTPCVhanwbKkFg,18,100627,153,2924908,27014,558,24,2925549,75,641,1,1199,<b><span style='color:#005F73;'>Morogrim</span></b>
8mvTPCVhanwbKkFg,26,100626,153,3529243,27014,1965,1,3530026,75,783,1,2748,<b><span style='color:#005F73;'>FLK</span></b>
8mvTPCVhanwbKkFg,26,100626,153,3553476,27014,1956,2,3553898,75,422,1,2378,<b><span style='color:#005F73;'>FLK</span></b>
8mvTPCVhanwbKkFg,26,100626,153,3558124,1,1423,3,3558590,75,466,1,1889,<b><span style='color:#005F73;'>FLK</span></b>
8mvTPCVhanwbKkFg,26,100626,153,3564347,27014,1485,4,3565935,75,1588,1,3073,<b><span style='color:#005F73;'>FLK</span></b>
8mvTPCVhanwbKkFg,26,100626,153,3567961,1,1558,5,3569514,75,1553,1,3111,<b><span style='color:#005F73;'>FLK</span></b>
8mvTPCVhanwbKkFg,26,100626,153,3579811,27014,380,6,3580641,75,830,1,1210,<b><span style='color:#005F73;'>FLK</span></b>
8mvTPCVhanwbKkFg,26,100626,153,3584006,1,574,7,3585001,75,995,1,1569,<b><span style='color:#005F73;'>FLK</span></b>
8mvTPCVhanwbKkFg,26,100626,153,3589513,27014,464,8,3590477,75,964,1,1428,<b><span style='color:#005F73;'>FLK</span></b>
8mvTPCVhanwbKkFg,26,100626,153,3597103,27014,121,9,3598119,75,1016,1,1137,<b><span style='color:#005F73;'>FLK</span></b>
8mvTPCVhanwbKkFg,26,100626,153,3605117,27014,227,10,3606857,75,1740,1,1967,<b><span style='color:#005F73;'>FLK</span></b>
8mvTPCVhanwbKkFg,26,100626,153,3610824,1,1065,11,3611600,75,776,1,1841,<b><span style='color:#005F73;'>FLK</span></b>
8mvTPCVhanwbKkFg,26,100626,153,3617798,27014,505,12,3618885,75,1087,1,1592,<b><span style='color:#005F73;'>FLK</span></b>
8mvTPCVhanwbKkFg,33,100625,153,4264382,27014,1246,1,4266725,75,2343,1,3589,<b><span style='color:#005F73;'>Leo</span></b>
8mvTPCVhanwbKkFg,33,100625,153,4272208,27014,1210,2,4272740,75,532,1,1742,<b><span style='color:#005F73;'>Leo</span></b>
8mvTPCVhanwbKkFg,33,100625,153,4283426,27014,719,3,4284551,75,1125,1,1844,<b><span style='color:#005F73;'>Leo</span></b>
8mvTPCVhanwbKkFg,33,100625,153,4291902,27014,547,4,4293556,75,1654,1,2201,<b><span style='color:#005F73;'>Leo</span></b>
8mvTPCVhanwbKkFg,33,100625,153,4296715,1,888,5,4297640,75,925,1,1813,<b><span style='color:#005F73;'>Leo</span></b>
8mvTPCVhanwbKkFg,33,100625,153,4302362,27014,43,6,4303439,75,1077,1,1120,<b><span style='color:#005F73;'>Leo</span></b>
8mvTPCVhanwbKkFg,33,100625,153,4302370,1,51,7,4303439,75,1069,1,1120,<b><span style='color:#005F73;'>Leo</span></b>
8mvTPCVhanwbKkFg,33,100625,153,4308215,1,393,8,4309511,75,1296,1,1689,<b><span style='color:#005F73;'>Leo</span></b>
8mvTPCVhanwbKkFg,33,100625,153,4311250,27014,349,9,4311939,75,689,1,1038,<b><span style='color:#005F73;'>Leo</span></b>
8mvTPCVhanwbKkFg,33,100625,153,4319323,27014,1212,10,4320334,75,1011,1,2223,<b><span style='color:#005F73;'>Leo</span></b>
8mvTPCVhanwbKkFg,33,100625,153,4319334,1,1223,11,4320334,75,1000,1,2223,<b><span style='color:#005F73;'>Leo</span></b>
8mvTPCVhanwbKkFg,33,100625,153,4328062,27014,1707,12,4329128,75,1066,1,2773,<b><span style='color:#005F73;'>Leo</span></b>
8mvTPCVhanwbKkFg,33,100625,153,4333870,1,1701,13,4334904,75,1034,1,2735,<b><span style='color:#005F73;'>Leo</span></b>
8mvTPCVhanwbKkFg,33,100625,153,4339205,27014,982,14,4339696,75,491,1,1473,<b><span style='color:#005F73;'>Leo</span></b>
8mvTPCVhanwbKkFg,33,100625,153,4345203,27014,284,15,4347661,75,2458,1,2742,<b><span style='color:#005F73;'>Leo</span></b>
8mvTPCVhanwbKkFg,33,100625,153,4345223,1,304,16,4347661,75,2438,1,2742,<b><span style='color:#005F73;'>Leo</span></b>
8mvTPCVhanwbKkFg,33,100625,153,4350849,1,1656,17,4351844,27019,995,1,2651,<b><span style='color:#005F73;'>Leo</span></b>
8mvTPCVhanwbKkFg,33,100625,153,4356767,27014,815,18,4357881,75,1114,1,1929,<b><span style='color:#005F73;'>Leo</span></b>
8mvTPCVhanwbKkFg,33,100625,153,4361722,1,1045,19,4362751,75,1029,1,2074,<b><span style='color:#005F73;'>Leo</span></b>
8mvTPCVhanwbKkFg,33,100625,153,4366920,27014,491,20,4367654,75,734,1,1225,<b><span style='color:#005F73;'>Leo</span></b>
8mvTPCVhanwbKkFg,33,100625,153,4371355,1,594,21,4372564,75,1209,1,1803,<b><span style='color:#005F73;'>Leo</span></b>
8mvTPCVhanwbKkFg,33,100625,153,4377056,27014,688,22,4377742,75,686,1,1374,<b><span style='color:#005F73;'>Leo</span></b>
8mvTPCVhanwbKkFg,33,100625,153,4377065,1,697,23,4377742,75,677,1,1374,<b><span style='color:#005F73;'>Leo</span></b>
8mvTPCVhanwbKkFg,33,100625,153,4381669,1,175,24,4382707,75,1038,1,1213,<b><span style='color:#005F73;'>Leo</span></b>
8mvTPCVhanwbKkFg,33,100625,153,4389181,27014,758,25,4390292,75,1111,1,1869,<b><span style='color:#005F73;'>Leo</span></b>
8mvTPCVhanwbKkFg,33,100625,153,4395328,1,1077,26,4396241,75,913,1,1990,<b><span style='color:#005F73;'>Leo</span></b>
8mvTPCVhanwbKkFg,44,100730,153,6437118,27014,324,1,6437929,75,811,1,1135,<b><span style='color:#990033;'>Al&#39;ar</span></b>
8mvTPCVhanwbKkFg,44,100730,153,6443117,1,2392,2,6444347,75,1230,1,3622,<b><span style='color:#990033;'>Al&#39;ar</span></b>
8mvTPCVhanwbKkFg,44,100730,153,6450861,27014,704,3,6451709,75,848,1,1552,<b><span style='color:#990033;'>Al&#39;ar</span></b>
8mvTPCVhanwbKkFg,44,100730,153,6456730,1,2715,4,6457469,75,739,1,3454,<b><span style='color:#990033;'>Al&#39;ar</span></b>
8mvTPCVhanwbKkFg,44,100730,153,6560792,27014,1468,5,6561868,75,1076,1,2544,<b><span style='color:#990033;'>Al&#39;ar</span></b>
8mvTPCVhanwbKkFg,44,100730,153,6573775,27014,173,6,6575035,75,1260,1,1433,<b><span style='color:#990033;'>Al&#39;ar</span></b>
8mvTPCVhanwbKkFg,44,100730,153,6580418,27014,446,7,6581433,75,1015,1,1461,<b><span style='color:#990033;'>Al&#39;ar</span></b>
8mvTPCVhanwbKkFg,44,100730,153,6605809,27014,1544,8,6607466,75,1657,1,3201,<b><span style='color:#990033;'>Al&#39;ar</span></b>
8mvTPCVhanwbKkFg,44,100730,153,6612424,27014,2361,9,6613848,27019,1424,1,3785,<b><span style='color:#990033;'>Al&#39;ar</span></b>
8mvTPCVhanwbKkFg,44,100730,153,6627393,27014,277,10,6628388,75,995,1,1272,<b><span style='color:#990033;'>Al&#39;ar</span></b>
8mvTPCVhanwbKkFg,44,100730,153,6627402,1,286,11,6628388,75,986,1,1272,<b><span style='color:#990033;'>Al&#39;ar</span></b>
8mvTPCVhanwbKkFg,44,100730,153,6633746,27014,1001,12,6634357,75,611,1,1612,<b><span style='color:#990033;'>Al&#39;ar</span></b>
8mvTPCVhanwbKkFg,44,100730,153,6637615,1,1545,13,6639073,75,1458,1,3003,<b><span style='color:#990033;'>Al&#39;ar</span></b>
8mvTPCVhanwbKkFg,44,100730,153,6660203,27014,909,14,6661660,75,1457,1,2366,<b><span style='color:#990033;'>Al&#39;ar</span></b>
8mvTPCVhanwbKkFg,44,100730,153,6672902,27014,1377,15,6673772,75,870,1,2247,<b><span style='color:#990033;'>Al&#39;ar</span></b>
8mvTPCVhanwbKkFg,44,100730,153,6684496,27014,1072,16,6685624,75,1128,1,2200,<b><span style='color:#990033;'>Al&#39;ar</span></b>
8mvTPCVhanwbKkFg,64,100732,153,8273570,27014,1560,1,8274357,75,787,1,2347,<b><span style='color:#990033;'>Solarian
8mvTPCVhanwbKkFg,64,100732,153,8273592,1,1582,2,8274357,75,765,1,2347,<b><span style='color:#990033;'>Solarian
8mvTPCVhanwbKkFg,64,100732,153,8279845,27014,796,3,8280481,75,636,1,1432,<b><span style='color:#990033;'>Solarian
8mvTPCVhanwbKkFg,64,100732,153,8286738,27014,1350,4,8287668,75,930,1,2280,<b><span style='color:#990033;'>Solarian
8mvTPCVhanwbKkFg,64,100732,153,8294001,27014,701,5,8294937,75,936,1,1637,<b><span style='color:#990033;'>Solarian
8mvTPCVhanwbKkFg,64,100732,153,8294010,1,710,6,8294937,75,927,1,1637,<b><span style='color:#990033;'>Solarian
8mvTPCVhanwbKkFg,64,100732,153,8299108,1,566,7,8301835,75,2727,1,3293,<b><span style='color:#990033;'>Solarian
8mvTPCVhanwbKkFg,64,100732,153,8304716,27014,1176,8,8305565,75,849,1,2025,<b><span style='color:#990033;'>Solarian
8mvTPCVhanwbKkFg,64,100732,153,8310233,1,1223,9,8311220,75,987,1,2210,<b><span style='color:#990033;'>Solarian
8mvTPCVhanwbKkFg,64,100732,153,8314337,27014,804,10,8315128,75,791,1,1595,<b><span style='color:#990033;'>Solarian
8mvTPCVhanwbKkFg,64,100732,153,8318582,1,202,11,8319492,75,910,1,1112,<b><span style='color:#990033;'>Solarian
8mvTPCVhanwbKkFg,64,100732,153,8355514,27014,2108,13,8356499,75,985,1,3093,<b><span style='color:#990033;'>Solarian
8mvTPCVhanwbKkFg,64,100732,153,8373429,27014,1830,14,8373985,75,556,1,2386,<b><span style='color:#990033;'>Solarian
8ywV24jDGZLXdcQv,5,100623,11,1007232,27014,1238,1,1008437,34120,1205,1,2443,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,11,1007242,1,1248,2,1008437,34120,1195,1,2443,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,11,1025418,27014,1608,3,1025930,75,512,1,2120,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,11,1030092,1,2198,4,1030294,75,202,1,2400,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,11,1032873,27014,266,5,1033278,75,405,1,671,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,11,1035901,1,1210,6,1036084,75,183,1,1393,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,11,1038819,1,342,7,1039166,75,347,1,689,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,11,1041738,27014,657,8,1042127,75,389,1,1046,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,11,1044923,1,1306,9,1045156,75,233,1,1539,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,11,1051489,27014,634,10,1052298,34120,809,1,1443,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,11,1055407,1,447,11,1055629,75,222,1,669,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,11,1059430,27014,292,12,1059843,75,413,1,705,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,11,1063509,1,463,13,1063752,75,243,1,706,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,11,1069330,27014,407,14,1069882,34120,552,1,959,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,11,1073390,1,448,15,1073656,75,266,1,714,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,11,1086953,1,1297,17,1087825,75,872,1,2169,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,11,1091912,27014,472,18,1092230,75,318,1,790,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,11,1095315,1,963,19,1096063,34120,748,1,1711,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,11,1098772,27014,302,20,1099094,75,322,1,624,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,11,1098789,1,319,21,1099094,75,305,1,624,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,14,1008536,27014,944,1,1009856,75,1320,1,2264,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,14,1020626,27014,2188,2,1021881,75,1255,1,3443,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,14,1027295,27014,1673,3,1027994,75,699,1,2372,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,14,1034002,27014,1320,4,1034363,75,361,1,1681,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,14,1037767,1,926,5,1038207,75,440,1,1366,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,14,1041491,27014,1013,6,1042058,75,567,1,1580,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,14,1045716,1,845,7,1046038,75,322,1,1167,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,14,1049618,27014,825,8,1049950,75,332,1,1157,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,14,1053213,1,714,9,1053784,75,571,1,1285,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,14,1057964,27014,1013,10,1058203,75,239,1,1252,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,14,1072251,27014,1310,11,1073487,75,1236,1,2546,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,14,1075850,1,902,12,1077525,75,1675,1,2577,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,14,1084605,27014,1389,13,1085064,75,459,1,1848,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,14,1089182,1,940,14,1089377,75,195,1,1135,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,14,1096261,27014,868,15,1097068,34120,807,1,1675,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,5,100623,14,1100514,1,859,16,1100856,75,342,1,1201,<b><span style='color:#005F73;'>Hydross</span></b>
8ywV24jDGZLXdcQv,12,100624,11,1451130,27014,585,1,1452547,27021,1417,1,2002,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,11,1455583,1,488,2,1455774,75,191,1,679,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,11,1458884,27014,178,3,1459311,75,427,1,605,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,11,1463061,1,604,4,1463271,75,210,1,814,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,11,1466657,27014,1133,5,1467058,75,401,1,1534,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,11,1470411,1,1476,6,1470559,75,148,1,1624,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,11,1473817,27014,638,7,1474268,75,451,1,1089,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,11,1476814,1,1167,8,1477024,75,210,1,1377,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,11,1479648,1,297,9,1479939,75,291,1,588,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,11,1482650,27014,913,10,1483061,75,411,1,1324,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,11,1486120,1,1187,11,1486363,75,243,1,1430,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,11,1489428,27014,255,12,1489835,75,407,1,662,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,11,1492955,1,1121,13,1493220,75,265,1,1386,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,11,1496548,27014,1302,14,1497019,34120,471,1,1773,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,11,1527951,27014,1319,15,1528353,75,402,1,1721,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,11,1532359,1,393,16,1532582,75,223,1,616,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,11,1536110,27014,360,17,1536512,75,402,1,762,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,11,1536126,1,376,18,1536512,75,386,1,762,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,14,1455018,27014,1099,1,1456904,34120,1886,1,2985,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,14,1463135,27014,3267,2,1463521,27021,386,1,3653,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,14,1463136,1,3268,3,1463521,27021,385,1,3653,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,14,1465695,1,1797,4,1465776,75,81,1,1878,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,14,1468567,1,1657,5,1469468,75,901,1,2558,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,14,1472110,27014,1662,6,1472321,75,211,1,1873,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,14,1475079,1,1662,7,1475856,75,777,1,2439,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,14,1478793,27014,903,8,1479506,34120,713,1,1616,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,14,1482882,1,879,9,1483620,34120,738,1,1617,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,14,1486912,27014,806,10,1487497,34120,585,1,1391,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,14,1494752,27014,900,11,1495423,34120,671,1,1571,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,14,1498366,1,477,12,1500340,27019,1974,1,2451,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,14,1508158,27014,1163,13,1508625,75,467,1,1630,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,14,1513044,1,822,14,1513354,75,310,1,1132,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,14,1520264,27014,784,15,1521159,34120,895,1,1679,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,14,1524358,1,745,16,1525322,75,964,1,1709,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,14,1527970,27014,817,17,1528352,75,382,1,1199,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,12,100624,14,1583472,27014,1000,18,1584066,75,594,1,1594,<b><span style='color:#005F73;'>Lurker</span></b>
8ywV24jDGZLXdcQv,18,100627,11,1967314,27014,1515,1,1968585,34120,1271,1,2786,<b><span style='color:#005F73;'>Morogrim</span></b>
8ywV24jDGZLXdcQv,18,100627,11,1971514,1,516,2,1971750,27019,236,1,752,<b><span style='color:#005F73;'>Morogrim</span></b>
8ywV24jDGZLXdcQv,18,100627,11,1977712,27014,1027,3,1979311,34120,1599,1,2626,<b><span style='color:#005F73;'>Morogrim</span></b>
8ywV24jDGZLXdcQv,18,100627,11,2002314,27014,370,5,2002742,75,428,1,798,<b><span style='color:#005F73;'>Morogrim</span></b>
8ywV24jDGZLXdcQv,18,100627,11,2005355,1,1205,6,2005580,75,225,1,1430,<b><span style='color:#005F73;'>Morogrim</span></b>
8ywV24jDGZLXdcQv,18,100627,11,2008250,1,324,7,2008586,75,336,1,660,<b><span style='color:#005F73;'>Morogrim</span></b>
8ywV24jDGZLXdcQv,18,100627,11,2010788,27014,823,8,2011176,75,388,1,1211,<b><span style='color:#005F73;'>Morogrim</span></b>
8ywV24jDGZLXdcQv,18,100627,11,2033052,1,965,10,2033608,34120,556,1,1521,<b><span style='color:#005F73;'>Morogrim</span></b>
8ywV24jDGZLXdcQv,18,100627,11,2036694,27014,398,11,2037142,75,448,1,846,<b><span style='color:#005F73;'>Morogrim</span></b>
8ywV24jDGZLXdcQv,18,100627,11,2041104,1,1412,12,2041729,34120,625,1,2037,<b><span style='color:#005F73;'>Morogrim</span></b>
8ywV24jDGZLXdcQv,18,100627,11,2044943,27014,428,13,2045464,75,521,1,949,<b><span style='color:#005F73;'>Morogrim</span></b>
8ywV24jDGZLXdcQv,18,100627,11,2067826,1,2789,15,2068016,75,190,1,2979,<b><span style='color:#005F73;'>Morogrim</span></b>
8ywV24jDGZLXdcQv,18,100627,11,2071945,27014,282,16,2072394,75,449,1,731,<b><span style='color:#005F73;'>Morogrim</span></b>
8ywV24jDGZLXdcQv,18,100627,11,2071960,1,297,17,2072394,75,434,1,731,<b><span style='color:#005F73;'>Morogrim</span></b>
8ywV24jDGZLXdcQv,18,100627,11,2076594,1,570,18,2076780,75,186,1,756,<b><span style='color:#005F73;'>Morogrim</span></b>
8ywV24jDGZLXdcQv,18,100627,11,2079903,27014,1013,19,2080630,34120,727,1,1740,<b><span style='color:#005F73;'>Morogrim</span></b>
